Source,Target,combined_score
KIF5A,KLC1,0.999
KIF5B,NEFM,0.937
KIF5B,KLC4,0.998
KIF5B,TUBB2B,0.934
KIF5B,RAB5A,0.641
KIF5B,RANBP2,0.992
KIF5B,TUBB3,0.424
KIF5B,TUBB,0.455
KIF5B,NDUFA6,0.474
KIF5B,NUP153,0.513
KIF5B,TPR,0.636
KIF5B,SQSTM1,0.766
KIF5B,NEFL,0.91
KIF5B,NEFH,0.918
KIF5B,TUBA1B,0.935
KIF5B,TUBB2A,0.944
KIF5B,TUBA1A,0.95
KIF5B,KIF5C,0.959
KIF5B,KLC3,0.999
KIF5B,KLC2,0.999
KIF5B,KLC1,0.999
KIF5C,NEFM,0.937
KIF5C,TARDBP,0.467
KIF5C,TUBA4A,0.467
KIF5C,KLC4,0.998
KIF5C,TUBB2B,0.97
KIF5C,TUBB4A,0.602
KIF5C,RANBP2,0.992
KIF5C,NEFH,0.926
KIF5C,TUBB6,0.462
KIF5C,TUBB3,0.6
KIF5C,TUBA8,0.583
KIF5C,TUBB,0.51
KIF5C,TUBB4B,0.424
KIF5C,TUBB2A,0.582
KIF5C,KLC3,0.997
KIF5C,NEFL,0.94
KIF5C,TUBA1A,0.962
KIF5C,KLC2,0.998
KIF5C,KLC1,0.999
KLC1,NEFM,0.92
KLC1,KLC4,0.992
KLC1,RANBP2,0.828
KLC1,NRG1,0.42
KLC1,NEFH,0.923
KLC1,TUBB4B,0.493
KLC1,TPR,0.6
KLC1,SQSTM1,0.598
KLC1,KLC3,0.986
KLC1,KLC2,0.992
KLC1,NEFL,0.92
KLC2,NEFM,0.914
KLC2,KLC4,0.985
KLC2,NRG1,0.403
KLC2,NEFH,0.922
KLC2,MTOR,0.522
KLC2,KLC3,0.985
KLC2,NEFL,0.92
KLC3,NEFM,0.912
KLC3,KLC4,0.975
KLC3,NRG1,0.405
KLC3,NEFH,0.919
KLC3,NEFL,0.924
KLC4,NEFM,0.911
KLC4,NRG1,0.437
KLC4,MTOR,0.549
KLC4,NEFH,0.915
KLC4,NEFL,0.917
MAP2K3,MAPK13,0.969
MAP2K3,MAPK12,0.969
MAP2K3,MAPK14,0.999
MAP2K3,TRAF2,0.92
MAP2K3,TP53,0.711
MAP2K3,MAPK11,0.976
MAP2K3,TNF,0.497
MAP2K3,MAP3K5,0.988
MAP2K3,MAP2K6,0.989
MAP2K6,MAPK13,0.971
MAP2K6,MAPK12,0.98
MAP2K6,MAPK14,0.997
MAP2K6,TRAF2,0.916
MAP2K6,TP53,0.418
MAP2K6,MAPK11,0.977
MAP2K6,MAP3K5,0.993
MAP3K5,RB1CC1,0.912
MAP3K5,PSMC4,0.4
MAP3K5,TNFRSF1A,0.678
MAP3K5,MAPK13,0.926
MAP3K5,MAPK12,0.925
MAP3K5,XBP1,0.758
MAP3K5,MAPK14,0.936
MAP3K5,PPP3R1,0.42
MAP3K5,TRAF2,0.999
MAP3K5,TP53,0.597
MAP3K5,SOD1,0.721
MAP3K5,MAPK11,0.928
MAP3K5,MTOR,0.406
MAP3K5,PPP3CA,0.506
MAP3K5,TNF,0.646
MAP3K5,NOS1,0.657
MAPK11,MAPK13,0.765
MAPK11,MAPK12,0.856
MAPK11,NEFM,0.906
MAPK11,MAPK14,0.622
MAPK11,TP53,0.96
MAPK11,NEFH,0.915
MAPK11,MTOR,0.469
MAPK11,SQSTM1,0.502
MAPK11,TNF,0.604
MAPK11,NEFL,0.912
MAPK12,MAPK13,0.915
MAPK12,SQSTM1,0.487
MAPK12,MAPK14,0.552
MAPK12,TNF,0.591
MAPK12,MTOR,0.64
MAPK12,NEFM,0.907
MAPK12,NEFH,0.91
MAPK12,NEFL,0.91
MAPK12,TP53,0.946
MAPK13,MTOR,0.462
MAPK13,MAPK14,0.587
MAPK13,TNF,0.598
MAPK13,SQSTM1,0.632
MAPK13,NEFM,0.906
MAPK13,NEFL,0.909
MAPK13,NEFH,0.91
MAPK13,TP53,0.943
MAPK14,TNFRSF1A,0.432
MAPK14,NEFM,0.908
MAPK14,NOS2,0.409
MAPK14,PPP3R1,0.431
MAPK14,PPP3CC,0.53
MAPK14,PPP3CB,0.551
MAPK14,MTOR,0.554
MAPK14,SOD1,0.584
MAPK14,PPP3CA,0.594
MAPK14,SQSTM1,0.672
MAPK14,TNF,0.839
MAPK14,NEFL,0.91
MAPK14,NEFH,0.912
MAPK14,TP53,0.994
MATR3-2,SETX,0.611
MATR3-2,PFN1,0.596
MATR3-2,NUP107,0.523
MATR3-2,TARDBP,0.996
MATR3-2,TUBA4A,0.622
MATR3-2,SPG11,0.576
MATR3-2,SOD1,0.603
MATR3-2,SIGMAR1,0.456
MATR3-2,NUP93,0.416
MATR3-2,NEFH,0.4
MATR3-2,NUP98,0.409
MATR3-2,SRSF7,0.76
MATR3-2,TBK1,0.534
MATR3-2,UBQLN2,0.733
MATR3-2,VCP,0.732
MATR3-2,NUP160,0.468
MATR3-2,SQSTM1,0.551
MATR3-2,NXF1,0.574
MATR3-2,OPTN,0.598
MATR3-2,VAPB,0.611
MATR3-2,SRSF3,0.764
MCU,NDUFB7,0.424
MCU,NDUFA9,0.711
MCU,NDUFB10,0.423
MCU,SIGMAR1,0.618
MCU,NDUFA13,0.44
MCU,VAPB,0.498
MCU,PINK1,0.567
MCU,VDAC1,0.933
MT-ATP6,UQCRC1,0.435
MT-ATP6,NDUFS7,0.785
MT-ATP6,NDUFA2,0.602
MT-ATP6,NDUFS3,0.805
MT-ATP6,SDHA,0.743
MT-ATP6,NDUFA9,0.505
MT-ATP6,UQCRC2,0.516
MT-ATP6,NDUFS4,0.669
MT-ATP6,NDUFB8,0.76
MT-ATP6,UQCRFS1,0.911
MT-ATP6,NDUFS8,0.733
MT-ATP6,NDUFV2,0.595
MT-ATP6,MT-CO1,0.998
MT-ATP6,MT-CYB,0.999
MT-ATP6,NDUFA13,0.402
MT-ATP6,UQCRB,0.432
MT-ATP6,VDAC1,0.481
MT-ATP6,SDHD,0.502
MT-ATP6,PINK1,0.519
MT-ATP6,SDHC,0.593
MT-ATP6,SDHB,0.682
MT-ATP6,NDUFS2,0.687
MT-ATP6,NDUFV1,0.709
MT-ATP6,NDUFS1,0.715
MT-ATP6,MT-ND6,0.995
MT-ATP6,MT-ND3,0.995
MT-ATP6,MT-ND4,0.999
MT-ATP6,MT-ATP8,0.999
MT-ATP6,MT-ND5,0.999
MT-ATP6,MT-CO2,0.999
MT-ATP6,MT-ND4L,0.999
MT-ATP6,MT-ND1,0.999
MT-ATP6,MT-ND2,0.999
MT-ATP6,MT-CO3,0.999
MT-ATP8,UQCRC2,0.423
MT-ATP8,NDUFB8,0.401
MT-ATP8,NDUFV3,0.406
MT-ATP8,MT-CO1,0.897
MT-ATP8,MT-CYB,0.943
MT-ATP8,MT-ND6,0.95
MT-ATP8,MT-ND1,0.925
MT-ATP8,MT-ND4L,0.99
MT-ATP8,MT-ND5,0.971
MT-ATP8,MT-CO2,0.938
MT-ATP8,MT-ND4,0.97
MT-ATP8,MT-CO3,0.957
MT-ATP8,MT-ND2,0.95
MT-ATP8,MT-ND3,0.974
MT-ATP8,NDUFA6,0.432
MT-CO1,NDUFB4,0.869
MT-CO1,UQCRC1,0.995
MT-CO1,NDUFB7,0.877
MT-CO1,NDUFS7,0.977
MT-CO1,NDUFA2,0.873
MT-CO1,NDUFA10,0.909
MT-CO1,NDUFB5,0.869
MT-CO1,NDUFS3,0.993
MT-CO1,SDHA,0.982
MT-CO1,NDUFA9,0.984
MT-CO1,UQCRC2,0.999
MT-CO1,NDUFB10,0.881
MT-CO1,SOD1,0.72
MT-CO1,NDUFS6,0.874
MT-CO1,NDUFB9,0.882
MT-CO1,NDUFC2,0.854
MT-CO1,NDUFS4,0.931
MT-CO1,NDUFB8,0.986
MT-CO1,NDUFA7,0.85
MT-CO1,UQCRFS1,0.999
MT-CO1,UQCRH,0.988
MT-CO1,NDUFS8,0.986
MT-CO1,NDUFV2,0.987
MT-CO1,NDUFA12,0.874
MT-CO1,UQCR10,0.993
MT-CO1,NDUFA4,0.993
MT-CO1,NDUFV3,0.84
MT-CO1,SDHD,0.446
MT-CO1,PINK1,0.455
MT-CO1,NDUFA4L2,0.589
MT-CO1,VDAC1,0.678
MT-CO1,NDUFB2,0.807
MT-CO1,NDUFC1,0.833
MT-CO1,NDUFA3,0.86
MT-CO1,NDUFA11,0.863
MT-CO1,NDUFB1,0.864
MT-CO1,NDUFB3,0.87
MT-CO1,NDUFA1,0.873
MT-CO1,NDUFS5,0.879
MT-CO1,NDUFA6,0.884
MT-CO1,NDUFA8,0.888
MT-CO1,NDUFAB1,0.891
MT-CO1,NDUFA13,0.894
MT-CO1,NDUFA5,0.894
MT-CO1,NDUFB6,0.909
MT-CO1,UQCRHL,0.928
MT-CO1,SDHC,0.951
MT-CO1,UQCR11,0.973
MT-CO1,NDUFS1,0.988
MT-CO1,NDUFV1,0.99
MT-CO1,NDUFS2,0.99
MT-CO1,SDHB,0.991
MT-CO1,MT-ND4L,0.992
MT-CO1,MT-ND6,0.995
MT-CO1,UQCRB,0.995
MT-CO1,UQCRQ,0.996
MT-CO1,MT-ND3,0.998
MT-CO1,MT-ND4,0.999
MT-CO1,MT-CYB,0.999
MT-CO1,MT-ND5,0.999
MT-CO1,MT-ND1,0.999
MT-CO1,MT-ND2,0.999
MT-CO1,MT-CO2,0.999
MT-CO1,MT-CO3,0.999
MT-CO2,NDUFB4,0.801
MT-CO2,UQCRC1,0.979
MT-CO2,NDUFB7,0.809
MT-CO2,NDUFS7,0.917
MT-CO2,NDUFA2,0.813
MT-CO2,NDUFA10,0.859
MT-CO2,NDUFB5,0.796
MT-CO2,NDUFS3,0.987
MT-CO2,SDHA,0.958
MT-CO2,NDUFA9,0.885
MT-CO2,UQCRC2,0.999
MT-CO2,NDUFB10,0.822
MT-CO2,SOD1,0.6
MT-CO2,NDUFS6,0.812
MT-CO2,NDUFB9,0.823
MT-CO2,NDUFC2,0.628
MT-CO2,NDUFS4,0.859
MT-CO2,NDUFB8,0.938
MT-CO2,NDUFA7,0.602
MT-CO2,UQCRFS1,0.999
MT-CO2,UQCRH,0.956
MT-CO2,NDUFS8,0.972
MT-CO2,NDUFV2,0.973
MT-CO2,NDUFA12,0.804
MT-CO2,UQCR10,0.986
MT-CO2,NDUFA4,0.996
MT-CO2,NDUFV3,0.573
MT-CO2,MT-CYB,0.999
MT-CO2,MT-ND6,0.991
MT-CO2,MT-ND1,0.999
MT-CO2,MT-ND4L,0.995
MT-CO2,MT-ND5,0.999
MT-CO2,TOMM40,0.408
MT-CO2,PINK1,0.426
MT-CO2,NDUFC1,0.429
MT-CO2,PRKN,0.5
MT-CO2,NDUFA4L2,0.596
MT-CO2,NDUFA11,0.607
MT-CO2,NDUFA3,0.765
MT-CO2,NDUFB1,0.79
MT-CO2,NDUFAB1,0.793
MT-CO2,NDUFS5,0.8
MT-CO2,NDUFA8,0.8
MT-CO2,NDUFB6,0.808
MT-CO2,NDUFB3,0.809
MT-CO2,NDUFA6,0.81
MT-CO2,VDAC1,0.811
MT-CO2,NDUFA1,0.811
MT-CO2,NDUFA13,0.816
MT-CO2,NDUFA5,0.818
MT-CO2,UQCRHL,0.94
MT-CO2,UQCR11,0.957
MT-CO2,SDHC,0.972
MT-CO2,NDUFV1,0.972
MT-CO2,NDUFS1,0.976
MT-CO2,SDHB,0.98
MT-CO2,NDUFS2,0.985
MT-CO2,UQCRQ,0.99
MT-CO2,UQCRB,0.992
MT-CO2,MT-ND3,0.998
MT-CO2,MT-ND4,0.999
MT-CO2,MT-CO3,0.999
MT-CO2,MT-ND2,0.999
MT-CO3,NDUFB4,0.864
MT-CO3,UQCRC1,0.99
MT-CO3,NDUFB7,0.862
MT-CO3,NDUFS7,0.972
MT-CO3,NDUFA2,0.911
MT-CO3,NDUFA10,0.868
MT-CO3,NDUFB5,0.857
MT-CO3,NDUFS3,0.99
MT-CO3,SDHA,0.976
MT-CO3,NDUFA9,0.94
MT-CO3,UQCRC2,0.999
MT-CO3,NDUFB10,0.856
MT-CO3,SOD1,0.532
MT-CO3,NDUFS6,0.866
MT-CO3,NDUFB9,0.867
MT-CO3,NDUFC2,0.843
MT-CO3,NDUFS4,0.93
MT-CO3,NDUFB8,0.894
MT-CO3,NDUFA7,0.84
MT-CO3,UQCRFS1,0.999
MT-CO3,UQCRH,0.986
MT-CO3,NDUFS8,0.988
MT-CO3,NDUFV2,0.983
MT-CO3,NDUFA12,0.86
MT-CO3,UQCR10,0.996
MT-CO3,NDUFA4,0.993
MT-CO3,NDUFV3,0.845
MT-CO3,MT-CYB,0.999
MT-CO3,MT-ND6,0.996
MT-CO3,MT-ND1,0.999
MT-CO3,MT-ND4L,0.996
MT-CO3,MT-ND5,0.999
MT-CO3,MT-ND4,0.999
MT-CO3,NDUFA4L2,0.586
MT-CO3,NDUFB2,0.812
MT-CO3,NDUFC1,0.817
MT-CO3,NDUFA1,0.845
MT-CO3,NDUFB1,0.85
MT-CO3,NDUFA11,0.854
MT-CO3,NDUFA5,0.859
MT-CO3,NDUFA3,0.861
MT-CO3,NDUFA6,0.861
MT-CO3,NDUFB6,0.863
MT-CO3,NDUFA13,0.867
MT-CO3,NDUFB3,0.868
MT-CO3,NDUFS5,0.869
MT-CO3,NDUFAB1,0.869
MT-CO3,NDUFA8,0.901
MT-CO3,UQCRHL,0.925
MT-CO3,SDHC,0.926
MT-CO3,UQCR11,0.967
MT-CO3,SDHB,0.982
MT-CO3,NDUFS2,0.986
MT-CO3,NDUFV1,0.989
MT-CO3,NDUFS1,0.99
MT-CO3,UQCRB,0.993
MT-CO3,UQCRQ,0.996
MT-CO3,MT-ND2,0.999
MT-CO3,MT-ND3,0.999
MT-CYB,NDUFB4,0.886
MT-CYB,UQCRC1,0.999
MT-CYB,NDUFB7,0.94
MT-CYB,NDUFS7,0.947
MT-CYB,NDUFA2,0.925
MT-CYB,NDUFA10,0.893
MT-CYB,NDUFB5,0.874
MT-CYB,NDUFS3,0.987
MT-CYB,SDHA,0.924
MT-CYB,NDUFA9,0.981
MT-CYB,UQCRC2,0.999
MT-CYB,NDUFB10,0.917
MT-CYB,SOD1,0.605
MT-CYB,NDUFS6,0.947
MT-CYB,NDUFB9,0.929
MT-CYB,NDUFC2,0.872
MT-CYB,NDUFS4,0.956
MT-CYB,NDUFB8,0.923
MT-CYB,NDUFA7,0.857
MT-CYB,UQCRFS1,0.999
MT-CYB,UQCRH,0.998
MT-CYB,NDUFS8,0.987
MT-CYB,NDUFV2,0.985
MT-CYB,NDUFA12,0.918
MT-CYB,UQCR10,0.999
MT-CYB,NDUFA4,0.68
MT-CYB,NDUFV3,0.847
MT-CYB,VDAC1,0.514
MT-CYB,NDUFA4L2,0.61
MT-CYB,NDUFB2,0.819
MT-CYB,NDUFC1,0.832
MT-CYB,NDUFB1,0.865
MT-CYB,SDHD,0.87
MT-CYB,NDUFA3,0.874
MT-CYB,SDHC,0.881
MT-CYB,NDUFS5,0.882
MT-CYB,NDUFB3,0.882
MT-CYB,NDUFB6,0.891
MT-CYB,NDUFA6,0.92
MT-CYB,NDUFA13,0.922
MT-CYB,NDUFA1,0.924
MT-CYB,NDUFAB1,0.925
MT-CYB,NDUFA11,0.93
MT-CYB,NDUFA8,0.932
MT-CYB,UQCRHL,0.933
MT-CYB,NDUFA5,0.935
MT-CYB,SDHB,0.946
MT-CYB,NDUFV1,0.985
MT-CYB,NDUFS1,0.986
MT-CYB,NDUFS2,0.988
MT-CYB,MT-ND6,0.997
MT-CYB,UQCR11,0.998
MT-CYB,MT-ND2,0.999
MT-CYB,MT-ND1,0.999
MT-CYB,MT-ND4L,0.999
MT-CYB,MT-ND4,0.999
MT-CYB,MT-ND3,0.999
MT-CYB,UQCRQ,0.999
MT-CYB,MT-ND5,0.999
MT-CYB,UQCRB,0.999
MT-ND1,NDUFB4,0.996
MT-ND1,UQCRC1,0.955
MT-ND1,NDUFB7,0.999
MT-ND1,NDUFS7,0.999
MT-ND1,TARDBP,0.662
MT-ND1,NDUFA2,0.999
MT-ND1,NDUFA10,0.997
MT-ND1,NDUFB5,0.997
MT-ND1,NDUFS3,0.999
MT-ND1,SDHA,0.949
MT-ND1,NDUFA9,0.999
MT-ND1,UQCRC2,0.957
MT-ND1,NDUFB10,0.999
MT-ND1,NDUFS6,0.999
MT-ND1,NDUFB9,0.999
MT-ND1,NDUFC2,0.995
MT-ND1,NDUFS4,0.999
MT-ND1,NDUFB8,0.999
MT-ND1,NDUFA7,0.998
MT-ND1,UQCRFS1,0.997
MT-ND1,UQCRH,0.965
MT-ND1,NDUFS8,0.999
MT-ND1,NDUFV2,0.999
MT-ND1,NDUFA12,0.999
MT-ND1,UQCR10,0.974
MT-ND1,NDUFA4,0.964
MT-ND1,NDUFV3,0.998
MT-ND1,MT-ND6,0.999
MT-ND1,RAB1A,0.403
MT-ND1,TNF,0.423
MT-ND1,VDAC1,0.453
MT-ND1,SDHD,0.581
MT-ND1,NDUFA4L2,0.666
MT-ND1,UQCRHL,0.742
MT-ND1,SDHC,0.824
MT-ND1,PINK1,0.838
MT-ND1,UQCR11,0.85
MT-ND1,UQCRQ,0.915
MT-ND1,UQCRB,0.962
MT-ND1,SDHB,0.971
MT-ND1,NDUFB1,0.988
MT-ND1,NDUFB2,0.994
MT-ND1,NDUFC1,0.995
MT-ND1,NDUFB6,0.998
MT-ND1,NDUFA3,0.998
MT-ND1,NDUFA11,0.998
MT-ND1,NDUFA6,0.999
MT-ND1,NDUFA5,0.999
MT-ND1,MT-ND5,0.999
MT-ND1,NDUFA13,0.999
MT-ND1,MT-ND4,0.999
MT-ND1,MT-ND3,0.999
MT-ND1,NDUFAB1,0.999
MT-ND1,NDUFS1,0.999
MT-ND1,NDUFB3,0.999
MT-ND1,NDUFS5,0.999
MT-ND1,NDUFS2,0.999
MT-ND1,NDUFA8,0.999
MT-ND1,NDUFV1,0.999
MT-ND1,MT-ND4L,0.999
MT-ND1,MT-ND2,0.999
MT-ND1,NDUFA1,0.999
MT-ND2,NDUFB4,0.998
MT-ND2,UQCRC1,0.933
MT-ND2,NDUFB7,0.999
MT-ND2,NDUFS7,0.999
MT-ND2,TARDBP,0.692
MT-ND2,NDUFA2,0.999
MT-ND2,NDUFA10,0.999
MT-ND2,NDUFB5,0.999
MT-ND2,NDUFS3,0.999
MT-ND2,SDHA,0.865
MT-ND2,NDUFA9,0.999
MT-ND2,UQCRC2,0.939
MT-ND2,NDUFB10,0.999
MT-ND2,NDUFS6,0.999
MT-ND2,NDUFB9,0.999
MT-ND2,NDUFC2,0.999
MT-ND2,NDUFS4,0.999
MT-ND2,NDUFB8,0.999
MT-ND2,NDUFA7,0.998
MT-ND2,UQCRFS1,0.992
MT-ND2,UQCRH,0.932
MT-ND2,NDUFS8,0.999
MT-ND2,NDUFV2,0.999
MT-ND2,NDUFA12,0.999
MT-ND2,UQCR10,0.951
MT-ND2,NDUFA4,0.949
MT-ND2,NDUFV3,0.998
MT-ND2,MT-ND6,0.999
MT-ND2,MT-ND4L,0.999
MT-ND2,MT-ND5,0.999
MT-ND2,MT-ND4,0.999
MT-ND2,RAB1A,0.482
MT-ND2,SDHD,0.528
MT-ND2,UQCRHL,0.575
MT-ND2,SDHC,0.62
MT-ND2,PINK1,0.72
MT-ND2,UQCR11,0.867
MT-ND2,SDHB,0.892
MT-ND2,UQCRQ,0.913
MT-ND2,UQCRB,0.936
MT-ND2,NDUFB2,0.994
MT-ND2,NDUFB1,0.997
MT-ND2,NDUFS5,0.997
MT-ND2,NDUFA3,0.997
MT-ND2,NDUFA1,0.997
MT-ND2,NDUFC1,0.997
MT-ND2,NDUFB6,0.998
MT-ND2,NDUFS2,0.999
MT-ND2,NDUFA8,0.999
MT-ND2,NDUFV1,0.999
MT-ND2,NDUFA11,0.999
MT-ND2,NDUFA6,0.999
MT-ND2,NDUFA5,0.999
MT-ND2,NDUFA13,0.999
MT-ND2,MT-ND3,0.999
MT-ND2,NDUFAB1,0.999
MT-ND2,NDUFS1,0.999
MT-ND2,NDUFB3,0.999
MT-ND3,NDUFB4,0.997
MT-ND3,UQCRC1,0.962
MT-ND3,NDUFB7,0.999
MT-ND3,NDUFS7,0.999
MT-ND3,TARDBP,0.833
MT-ND3,NDUFA2,0.999
MT-ND3,NDUFA10,0.999
MT-ND3,NDUFB5,0.997
MT-ND3,NDUFS3,0.999
MT-ND3,SDHA,0.937
MT-ND3,NDUFA9,0.999
MT-ND3,UQCRC2,0.93
MT-ND3,NDUFB10,0.999
MT-ND3,NDUFS6,0.999
MT-ND3,NDUFB9,0.999
MT-ND3,NDUFC2,0.996
MT-ND3,NDUFS4,0.999
MT-ND3,NDUFB8,0.999
MT-ND3,NDUFA7,0.997
MT-ND3,UQCRFS1,0.997
MT-ND3,UQCRH,0.956
MT-ND3,NDUFS8,0.999
MT-ND3,NDUFV2,0.999
MT-ND3,NDUFA12,0.999
MT-ND3,UQCR10,0.976
MT-ND3,NDUFA4,0.961
MT-ND3,NDUFV3,0.997
MT-ND3,MT-ND6,0.999
MT-ND3,MT-ND4L,0.999
MT-ND3,MT-ND5,0.999
MT-ND3,MT-ND4,0.999
MT-ND3,SDHD,0.444
MT-ND3,NDUFA4L2,0.559
MT-ND3,SDHC,0.72
MT-ND3,UQCRHL,0.782
MT-ND3,PINK1,0.829
MT-ND3,UQCR11,0.85
MT-ND3,UQCRQ,0.908
MT-ND3,SDHB,0.92
MT-ND3,UQCRB,0.968
MT-ND3,NDUFB1,0.991
MT-ND3,NDUFB2,0.994
MT-ND3,NDUFS5,0.996
MT-ND3,NDUFB6,0.997
MT-ND3,NDUFC1,0.997
MT-ND3,NDUFA1,0.998
MT-ND3,NDUFA11,0.998
MT-ND3,NDUFS2,0.999
MT-ND3,NDUFA8,0.999
MT-ND3,NDUFA5,0.999
MT-ND3,NDUFA6,0.999
MT-ND3,NDUFAB1,0.999
MT-ND3,NDUFS1,0.999
MT-ND3,NDUFB3,0.999
MT-ND3,NDUFA13,0.999
MT-ND3,NDUFA3,0.999
MT-ND3,NDUFV1,0.999
MT-ND4,NDUFB4,0.999
MT-ND4,UQCRC1,0.971
MT-ND4,NDUFB7,0.999
MT-ND4,NDUFS7,0.999
MT-ND4,TARDBP,0.667
MT-ND4,NDUFA2,0.999
MT-ND4,NDUFA10,0.999
MT-ND4,NDUFB5,0.999
MT-ND4,NDUFS3,0.999
MT-ND4,SDHA,0.922
MT-ND4,NDUFA9,0.999
MT-ND4,UQCRC2,0.953
MT-ND4,NDUFB10,0.999
MT-ND4,NDUFS6,0.999
MT-ND4,NDUFB9,0.999
MT-ND4,NDUFC2,0.999
MT-ND4,NDUFS4,0.999
MT-ND4,NDUFB8,0.999
MT-ND4,NDUFA7,0.998
MT-ND4,UQCRFS1,0.997
MT-ND4,UQCRH,0.969
MT-ND4,NDUFS8,0.999
MT-ND4,NDUFV2,0.999
MT-ND4,NDUFA12,0.999
MT-ND4,UQCR10,0.978
MT-ND4,NDUFA4,0.961
MT-ND4,NDUFV3,0.998
MT-ND4,MT-ND6,0.999
MT-ND4,MT-ND4L,0.999
MT-ND4,MT-ND5,0.999
MT-ND4,SDHD,0.507
MT-ND4,NDUFA4L2,0.532
MT-ND4,RAB1A,0.538
MT-ND4,SDHC,0.696
MT-ND4,PINK1,0.724
MT-ND4,UQCRHL,0.807
MT-ND4,UQCR11,0.852
MT-ND4,UQCRQ,0.948
MT-ND4,SDHB,0.958
MT-ND4,UQCRB,0.975
MT-ND4,NDUFB2,0.994
MT-ND4,NDUFC1,0.995
MT-ND4,NDUFA3,0.997
MT-ND4,NDUFB3,0.999
MT-ND4,NDUFS1,0.999
MT-ND4,NDUFAB1,0.999
MT-ND4,NDUFA13,0.999
MT-ND4,NDUFA6,0.999
MT-ND4,NDUFA5,0.999
MT-ND4,NDUFA11,0.999
MT-ND4,NDUFA1,0.999
MT-ND4,NDUFV1,0.999
MT-ND4,NDUFA8,0.999
MT-ND4,NDUFS5,0.999
MT-ND4,NDUFS2,0.999
MT-ND4,NDUFB6,0.999
MT-ND4,NDUFB1,0.999
MT-ND4L,NDUFB4,0.988
MT-ND4L,UQCRC1,0.964
MT-ND4L,NDUFB7,0.998
MT-ND4L,NDUFS7,0.997
MT-ND4L,TARDBP,0.65
MT-ND4L,NDUFA2,0.998
MT-ND4L,NDUFA10,0.99
MT-ND4L,NDUFB5,0.991
MT-ND4L,NDUFS3,0.999
MT-ND4L,NDUFA9,0.993
MT-ND4L,UQCRC2,0.931
MT-ND4L,NDUFB10,0.998
MT-ND4L,NDUFS6,0.998
MT-ND4L,NDUFB9,0.998
MT-ND4L,NDUFC2,0.985
MT-ND4L,NDUFS4,0.998
MT-ND4L,NDUFB8,0.989
MT-ND4L,NDUFA7,0.982
MT-ND4L,UQCRFS1,0.979
MT-ND4L,UQCRH,0.959
MT-ND4L,NDUFS8,0.999
MT-ND4L,NDUFV2,0.998
MT-ND4L,NDUFA12,0.998
MT-ND4L,UQCR10,0.971
MT-ND4L,NDUFA4,0.812
MT-ND4L,NDUFV3,0.987
MT-ND4L,MT-ND6,0.999
MT-ND4L,PINK1,0.67
MT-ND4L,UQCRHL,0.794
MT-ND4L,UQCR11,0.855
MT-ND4L,UQCRQ,0.895
MT-ND4L,UQCRB,0.959
MT-ND4L,NDUFB1,0.96
MT-ND4L,NDUFB2,0.975
MT-ND4L,NDUFA11,0.984
MT-ND4L,NDUFS5,0.985
MT-ND4L,NDUFA1,0.986
MT-ND4L,NDUFB3,0.986
MT-ND4L,NDUFC1,0.987
MT-ND4L,NDUFA3,0.988
MT-ND4L,NDUFB6,0.996
MT-ND4L,NDUFA6,0.998
MT-ND4L,NDUFA8,0.998
MT-ND4L,NDUFA13,0.998
MT-ND4L,NDUFS1,0.998
MT-ND4L,MT-ND5,0.999
MT-ND4L,NDUFA5,0.999
MT-ND4L,NDUFS2,0.999
MT-ND4L,NDUFV1,0.999
MT-ND4L,NDUFAB1,0.999
MT-ND5,NDUFB4,0.999
MT-ND5,UQCRC1,0.942
MT-ND5,NDUFB7,0.999
MT-ND5,NDUFS7,0.999
MT-ND5,TARDBP,0.677
MT-ND5,NDUFA2,0.999
MT-ND5,NDUFA10,0.997
MT-ND5,NDUFB5,0.999
MT-ND5,NDUFS3,0.999
MT-ND5,SDHA,0.881
MT-ND5,NDUFA9,0.999
MT-ND5,UQCRC2,0.946
MT-ND5,NDUFB10,0.999
MT-ND5,NDUFS6,0.999
MT-ND5,NDUFB9,0.999
MT-ND5,NDUFC2,0.998
MT-ND5,NDUFS4,0.999
MT-ND5,NDUFB8,0.999
MT-ND5,NDUFA7,0.998
MT-ND5,UQCRFS1,0.993
MT-ND5,UQCRH,0.944
MT-ND5,NDUFS8,0.999
MT-ND5,NDUFV2,0.999
MT-ND5,NDUFA12,0.999
MT-ND5,UQCR10,0.956
MT-ND5,NDUFA4,0.948
MT-ND5,NDUFV3,0.998
MT-ND5,MT-ND6,0.999
MT-ND5,UQCRHL,0.599
MT-ND5,SDHD,0.664
MT-ND5,SDHC,0.727
MT-ND5,PINK1,0.86
MT-ND5,UQCR11,0.883
MT-ND5,SDHB,0.928
MT-ND5,UQCRQ,0.931
MT-ND5,UQCRB,0.947
MT-ND5,NDUFB1,0.992
MT-ND5,NDUFC1,0.995
MT-ND5,NDUFB2,0.997
MT-ND5,NDUFA3,0.998
MT-ND5,NDUFA5,0.999
MT-ND5,NDUFA6,0.999
MT-ND5,NDUFA13,0.999
MT-ND5,NDUFB3,0.999
MT-ND5,NDUFAB1,0.999
MT-ND5,NDUFS1,0.999
MT-ND5,NDUFB6,0.999
MT-ND5,NDUFA8,0.999
MT-ND5,NDUFS5,0.999
MT-ND5,NDUFS2,0.999
MT-ND5,NDUFV1,0.999
